,text_id,text,label
1097,hasoc_en_1098,#CWC19 #WC2019WithTimes #ICCWorldCup2019 #ShameOnICC @ICC should hold famous indian 'Denga Pani' world cup in this weather rather than #CricketWorldCup2019 #cricketlive @BCCI @CricketNDTV @Sports_NDTV @BBCSport @ECB_cricket #INDvPAK #INDvsPAK #INDvNZ #CricketKaCrown,NOT
5263,hasoc_en_5264,And Eddie Lampert is a #douchebag https://t.co/kZ8lWyVv0P,HOF
2701,hasoc_en_2702,Trump’s Lawyers Say Congress Can’t Subpoena His Finances Because Nancy Pelosi Refuses to Impeach #Resist #ResistTrump #FuckTrump https://t.co/Rv03oLvfA8,NOT
933,hasoc_en_934,Ted Cruz floats another theory of how Twitter is censoring conservatives #Resist #ResistTrump #FuckTrump https://t.co/PcwRQuRI30,NOT
3170,hasoc_en_3171,Repost erniecartright  .  #impeach #impeachment #POTUS #usa #idiot #trump #fucktrump #dumptrump #vote #truth  #america #republicans #pos #ignorance #racist  #sexist  #funny #Lmao #laugh #comedy https://t.co/gPCRLRNmum,NOT
3028,hasoc_en_3029,Trump: Mars is part of the moon. Say what now? #Resist #ResistTrump #FuckTrump https://t.co/2s4IE9yM5n,NOT
2910,hasoc_en_2911,"#GandiNaaliAbuse.The way Congress received drubbing in recently concluded hustings ,Congimen are unable to digest this and they are now resorted to use of abuses and gaali galoch against PM Modi non other than  opp. Leader Adhir Ranjan Choudhari which shows how mean they are.",HOF
1682,hasoc_en_1683,2023 Cricket World Cup https://t.co/iWFQBextAg via @@spozom   #INDvAUS #cbhaveyoursay  #iccversusindia  #dhonikeepstheglove  #msdhoni,NOT
330,hasoc_en_331,This picture tells everything  How @BCCI takes care of ground   How @ICC takes care of ground And remember it @ICC is head of all cricketing nations   #ShameOnICC https://t.co/mzeRIIigbB,NOT
3495,hasoc_en_3496,@hbaldwin @Jeremy_Hunt @PennyMordaunt @JH4Leader @HastobeHunt he(‘unt)  still hasn’t answered for all the deaths that occurred following the destruction of the #NHS while he (unt) was the health minister. Should a #liar and a #murderer be prime minister? #bloodonhishands #ToryLeadershipElection @BBCNews @BBCNewsnight @Channel4News @itvnews,NOT
1164,hasoc_en_1165,"West Indies rocked Pakistan, Pakistan pauper(ed) England, and England scissored West Indies. #ICCWorldCup2019 #ShameOnICC #CWC19",NOT
5295,hasoc_en_5296,OH HELL NO!!!!!  #FUCKTRUMP https://t.co/Buk3exSHYc,HOF
731,hasoc_en_732,@richardmarx I am currently unfollowing anyone who I find follows him. #murderer #sickandtwisted #killer #fuckOJ,NOT
4531,hasoc_en_4532,#Conservative destroys #TraitorTrump for saying he ‘loves his country’ — with a barrage of examples of how he has betrayed America #TrumpIsATraitor  https://t.co/8xH8f5TGdM,NOT
4545,hasoc_en_4546,@QueenMab87 @billmaher  continues to try sooooo hard to remain relevant. #MSM is the only one who cares #LowRatings #LowIQ #DrugAddict #SexFiend #DoucheBag,HOF
1197,hasoc_en_1198,Itne badhe event k liye proper planning krna chahiye tha....dranege system and comfortable cover ka use hona chahiye tha...is trh kaise hr match cancel hota rhega✊👊👊🤛😡😡😡 #ShameOnICC,NOT
1620,hasoc_en_1621,Watch and Share https://t.co/1lUKMt59A9 @RBReich The 7 Failures of Trumponomics #trumptax #TrumpIsATraitor,NOT
4584,hasoc_en_4585,All these are allowed but #dhoni was wrong!why?  @ICC @BCCI   #DhoniKeepsTheGlove https://t.co/OQG3eSe1RC,NOT
1516,hasoc_en_1517,"Haven’t been on much, not feeling well. Just wanted to say hi to everyone. Also wanted to celebrate that today (June 14th) is John McCain Day🇺🇸 Oh and  F**K TRUMP! 😁  #JohnMcCainDayJune14th #JohnMcCainAmericanHero #TrumpIsADisgrace #fucktrump https://t.co/RyzfiLqlpa",HOF
2367,hasoc_en_2368,"@realDonaldTrump For a moment on June 6, 2019 during your speech in Normandy I experienced a momentary feeling of contentment. It actually felt like I was listening to an actual POTUS &amp; that felt good. U delivered an excellent speech to the world.. Then u went back to ASSHOLE mode! #FuckTrump⚖️🇺🇲",HOF
4526,hasoc_en_4527,Terrorist Nation ??     RT for pakistan  Like for 🇵🇰    #TerroristNationPakistan,NOT
3848,hasoc_en_3849,@clevelanddotcom #ImpeachTrumpNow   #ImpeachmentInquiryNow #fucktrump   #TraitorTrump #RussianAsset #GOPTraitors #NationalJohnMcCainDay #NationalSecurity threat #CriminalInChief   #ImpeachTheMFTraitor,NOT
446,hasoc_en_447,@ReverseAndy As long as it’s not that ahole from Iceland Wolf Stansson.  😡#dickhead.,NOT
4175,hasoc_en_4176,$50 to put 1/4 tank of gas in my truck and $30 for two people to eat at McDonalds...but I got an extra $20 in my paycheck. Thanks Papi Trump. #fuckTrump #asshole,HOF
3235,hasoc_en_3236,And for my next roll 🎭 .... say hello to #Liz ... she’s #belting ... and well a #murderer 🤷🏻‍♀️ #Chicago #chicagothemusical #amateur #musical #theatre ❤️🎶🎭 #Wilton https://t.co/kCqHx7PZqv https://t.co/HeC3jZVsgf,NOT
2912,hasoc_en_2913,#GandiNaaliAbuse Crazy politics of Cong has vanished its element of cultural ethics.,HOF
2938,hasoc_en_2939,"We need laws that protect us at work.   We don't want to work at gunpoint, under political intimidation or burdened with unreasonable moral obligations.   #DoctorsFightBack https://t.co/G3SYvxXC5v",NOT
4233,hasoc_en_4234,"#IndiaWithDhoni  England: Indian Cricket team met India's High Commissioner to the UK, Ruchi Ghanashyam at her residence in London, today. #ICCCricketWorldCup2019  #DhoniKeepsTheGlove https://t.co/ktawvmZ59o",HOF
3510,hasoc_en_3511,#DoctorsFightBack #SaveBengal     How Many Of Them Speak Bengali? https://t.co/h27LKtNid2,NOT
502,hasoc_en_503,Shoutout to @rosannaphillip she is a true blue #Resister #BlueWave2018 #WomensRights #Fucktrump 🌊💙❤️,NOT
1388,hasoc_en_1389,This is the main truth now #BalidanBadge #DhoniKeepsTheGlove https://t.co/uvm3D1mf76,NOT
460,hasoc_en_461,TruMcP Jr needs to turn himself in!!! #fucktrump  https://t.co/xTHc4LF2z3,NOT
327,hasoc_en_328,Why don't you mention #doctor khatre main? #DoctorsFightBack #doctors_against_assualt #WestBengal https://t.co/eMEz8RmB4g,NOT
359,hasoc_en_360,I stand with Ms #Dhoni. This Balidan #symbol is nothing to do with #cricket game.. #DhoniKeepsTheGlove https://t.co/nFIT0Sdi2E,NOT
525,hasoc_en_526,Today would have been my 9 year anniversary with my ex and my calendar just kindly reminded of it since I forgot to delete the alert after we broke up 🤦🏽‍♀️🌚 #dickhead,NOT
5503,hasoc_en_5504,Abuse can't obstruct the rise of India under the leadership of #NarendraDamodardasModi Ji. Looters of our country mustn't take the advantages of Democracy. #GandiNaaliAbuse,HOF
3047,hasoc_en_3048,"LOL  -  I was #blocked by a #murderer for stating that it is sad to see he has #followers  ..   Oh well, hope I am safe. https://t.co/zFsAFy6QqP",HOF
3962,hasoc_en_3963,"I’d like to challenge this #douchebag to say this to my face or any member of the #LGBTQ+ community’s face. My guess, he doesn’t have the balls. Lots of big talk for someone preaching to his own #Deplorable followers: https://t.co/LwFf5WsMGc",HOF
4015,hasoc_en_4016,"Here's for @realdonldTrump, all his staff, Administration and supporters in #Congress who were defending his position on breaking federal law.  Shame on you all.    #GOP   #Trump   #TrumpIsATraitor   #CongressDoYourJob https://t.co/IUxTJdv573",HOF
4086,hasoc_en_4087,@realDonaldTrump @OANN Another lie by the Liar in Chief #TrumpIsATraitor #TrumpIsALiar #TrumpCrimeFamily,NOT
1480,hasoc_en_1481,"I'm not a med student . But I support our future doctors,  I support their professors and I support their parents.  We should be one man one voice.  But not only med students are in danger,  all Moroccan students are in danger.   #DoctorsUnderOppression   #DoctorsFightBack",NOT
3856,hasoc_en_3857,The #Murderer Was Full of #Hate. But Did He Commit a Hate #Crime? https://t.co/MOftSbAR4w,NOT
2383,hasoc_en_2384,#DoctorsFightBack  #SaveBengal  #Savethedoctors  Yaa... Its not cool. But it has become more than just a fight for doctors. Its a fight for democracy... Our leaders do whatever they want in the name of democracy... It's time to put full stop to that.  #share  #SaveBengalSaveDemocracy https://t.co/OfAfcRjpju,NOT
3102,hasoc_en_3103,Hilarious 😂 🤣 😂 🤣 😂 &amp; true #C4debate #BorisJohnsonShouldNotBePM https://t.co/i8GcTRNGOV,NOT
415,hasoc_en_416,"@BorisJohnson is not a harmless buffoon. he is a cold, calculating, vile man who uses his persona to get away with  his racism, homophobia and elitism. Oh and he’s soon to be our new prime minster, help us all  #BorisJohnsonShouldNotBePM #borisjohnson     https://t.co/ZfozJi2t8d",HOF
2223,hasoc_en_2224,I have never ever seen this kind of world cup.@ICC u should have done better plan.Atleast u can look after the ground by covering complete ground.  #ShameOnICC   U should learn from BCCI management #ipl,NOT
599,hasoc_en_600,"@michaelgove you screwed up both the education and the justice system and now you want to replace Vat? . You have no idea the implications of the financial cost, not only on purchases but the whole accounting system. #MichaelGove #dickhead",NOT
5838,hasoc_en_5839,"@ImranKhanPTI if u and ur govt have little shame and believe in humanity, then act against inhuman act.    It is not about religion, but it is about humanity. One religion can't teach us to tortured and rape citizen.     Time will teach u lesson if u don't take action. #rapist https://t.co/ofeZtpEcR9",HOF
5166,hasoc_en_5167,He is bloody #murderer of 2 years old fatehveer 😡😡😡 https://t.co/nWAuJBbxaG,NOT
1066,hasoc_en_1067,#FuckTrump BREAKING: Trump asserts executive privilege to block access to census documents–President Don… via @POLITICO for iOS https://t.co/ondOP9Bayz,NOT
1285,hasoc_en_1286,@ShefVaidya @MamataOfficial It is really if you got stroke any one is delaying to give treatment you come to know so support @MamataOfficial #DoctorsFightBack,NOT
4081,hasoc_en_4082,"@realDonaldTrump Luckily, U.S. intel agencies do not trust #FakePresident. I hope our allies are recognizing the danger of trusting anything this corrupt administration says or does.  #TrumpIsATraitor #TrumpIsTheEnemyOfThePeople",NOT
1559,hasoc_en_1560,@grahamlithgow #JohnnyMercer said he wants Britain back on it's feet again It's #BREXIT that's knocked Britain off it's feet Solution to the problem is to #revokearticle50  #borisjohnson @BorisJohnson #BorisJohnsonShouldNotBePM,NOT
5577,hasoc_en_5578,Happy John McCain day #fucktrump,HOF
3668,hasoc_en_3669,'How can I be sure this stolen credit card is any good if I don't use it to buy a porn star an expensive dinner?'    #TrumpIsATraitor #TrumpCrimeFamily #ImpeachTrumpNow,NOT
655,hasoc_en_656,#Pakistan #Islam #Muslim #blessed #RestoreAmnestyIntInIOK  #INDvPAK #ShameOnICC #Sudan    Blessing Your Timeline.. ⛈❤🌸 https://t.co/3pL6hiwazB,NOT
3448,hasoc_en_3449,"Dear ICC,   You need to check weather forecasting for venues where matches are supposed to play..!   Cricket FANs are disappointed..!   #ShameOnICC https://t.co/YUgJr4Qthx",NOT
1864,hasoc_en_1865,Scare stories my arse you ain't heard the half it yet.   #BorisJohnsonShouldNotBePM  https://t.co/74y8mazo5V,NOT
4152,hasoc_en_4153,Donald Trump’s Medical Malice #Resist #ResistTrump #FuckTrump https://t.co/PyGnXJMN45,HOF
5664,hasoc_en_5665,"@annshawww @Arya_Here @AlexMampilly @ashishvijayver1 @JagratiGupta3 @Swamy39 @msdhoni No shock! They could have offered Namaz in locker room or anywhr else, why Cricket ground? Obviously that puts restriction on others (u wont agree). If religion is private affair why showoff and impose? #DhoniKeepsTheGlove",HOF
3884,hasoc_en_3885,"@bethreinhard @leahmcelrath 2nd Amendment rights if never before now. A convicted #Rapist criminal shows up at your front door to take your child, I don’t think so #Alabama!",NOT
385,hasoc_en_386,"@TheRealOJ32 'Gettin' even to do?!?!'  You sure that's the hot take you wanna roll with on your debut, what with the murdering and all?? #OJSimpson #murderer",NOT
2585,hasoc_en_2586,must add one more chart on points table-play in rain. #poorplanning #ShameOnICC. You guys are more concerned about @msdhoni gloves or Michael Holding's commentary on umpires. https://t.co/YUY6sroji1,NOT
3508,hasoc_en_3509,How much would you be willing to pay to see Trump get the shit kicked out of him? #fucktrump,HOF
4873,hasoc_en_4874,@AlexandraChalup They are correct not to trust him. #TrumpIsATraitor,HOF
1726,hasoc_en_1727,@realDonaldTrump What rhymes with witch? If the broom fits...  #FUCKTRUMP https://t.co/JNx97D7KTc,NOT
2958,hasoc_en_2959,"@mattmfm Reading between the lines, I can only assume @SpeakerPelosi is being extremely careful due to the possibility Dem House Members in red states voting for impeachment could flip those seats in 2020 and give the House back to #PutinsGOP. Nothing else makes sense 😒  #FuckTrump https://t.co/gNCvGhW1dq",NOT
5016,hasoc_en_5017,"@realDonaldTrump @OANN Delusional Donnie, you are lying again! #TrumpIsATraitor #TrumpCriminalInvestigations #BlueWave2020",HOF
1660,hasoc_en_1661,"Just saw a video on Vlad of @lordjamar defending a nonce, I'll call this cunt Lord Nonce. Bruva you won't be saying that if it was your daughter. #dickhead #nonce   Stick to your fangirling of @Eminem you #stan",HOF
560,hasoc_en_561,"Payday lenders switched their trade show to a Trump hotel and sent Trump at least a million bucks, then he gave them carte blanche to make billions preying on poor people #Resist #ResistTrump #FuckTrump https://t.co/yGOalOeRrn",NOT
2083,hasoc_en_2084,"@MohanBhagwat_ #DhoniKeepsTheGlove  Indians, let's  flood the stadium on Sunday with the #BalidanBadge on t-shirts and placards. Fans it's time to stand up for our army &amp; country and show the power and unity of India to ICC and the World!  #DhoniKeSaathDesh its not religious or brand promo.share. https://t.co/eERutbwtbM",NOT
2743,hasoc_en_2744,"Shame on you @ICC.The effort you kept on Dhoni gloves, Just keep 1% from it on your world cup schedule which is getting washed away. #BANvSL #ICCWorldCup2019 #DhoniKeepsTheGlove",HOF
3897,hasoc_en_3898,"We fans wait for 4 years, this time format was great but your brainless planning for the venue have ruined all the charm. I really wish that atleast 10 more matches get washed away and you are forced to reschedule each abandoned match again. What a pathetic WC thid is #ShameOnICC",NOT
3505,hasoc_en_3506,"Due to his achievements as a cricketer, former Indian cricket team captain, MS Dhoni was given a honoury commission as a Lt Colonel in the territorial army... #DhoniKeepsTheGlove",NOT
3994,hasoc_en_3995,"Happy #JohnMCainDay ! A true #hero! Also, #FuckTrump 🤘 https://t.co/W5CI31doKr",NOT
700,hasoc_en_701,Hey #doctors_against_assualt and #IMAFraud and @BJP4India @MukulR_Official @me_locket @KailashOnline @drharshvardhan @MoHFW_INDIA  👇for partisan and divisive guys like you https://t.co/Zvyr9oon31,NOT
2260,hasoc_en_2261,"#DhoniKeepsTheGlove  Why icc have issue with Indian army badge  ICC behaving like ISIS  at last Indians feeling is it  #ICC=ISIS   #IndiaStandsWithDhoni   #DhoniKeepsTheGlove #DhoniKeSaathDesh #BalidaanBadge #BCCI   #ICCWorldCup2019   @msdhoni @imVkohli @ICC @BCCI @PMOIndia  @ANI @CNN ,",NOT
3105,hasoc_en_3106,@cricbuzz It is not against any rule of @ICC ....  It is a symbol of dedication of a man for his country....  #DhoniKeSaathDesh   #DhoniKeepsTheGlove,NOT
10,hasoc_en_11,"Mahendra Singh Dhoni's love for the Nation, Armed Forces and Soldiers has been intact which is truly commendable. He is Nation's Hero. No one represents our Country better than him. I stand with @msdhoni  #DhoniKeepsTheGlove #DhoniKeSaathDesh   #IndiaWithDhoni https://t.co/xFO4KNyj8b",NOT
1806,hasoc_en_1807,"If we go to war with #Iran, I volunteer all the Trumps, Pompeos, Penses, Boltons, and every other war hawks offspring to go fight their parents wars.  #NoWarWithIran #FuckTrump",NOT
1019,hasoc_en_1020,No less than he deserves.    Boris Johnson (or Boorish Johnson as I call him) is unfit to be our next Prime Minister.     #ToryLeadershipContest #C4Debate #LobbyHustings #BorisJohnsonShouldNotBePM #BorisIsChicken https://t.co/MrwNBaXciE,HOF
4133,hasoc_en_4134,"@kesar_akankasha #CongressMuktBharat is fine bt the irony is tht it is still the single largest party in oppositn wth most seats aftr BJP.  Also, all othr Non-NDA parties too endorsing fake #HinduPhobia  At present, one cant hink on anythng evn close to an entity called as Credible Opposition.",HOF
4161,hasoc_en_4162,"@realDonaldTrump Yes impeachment is legal, we have seen it before. You will not be the first president impeached.  #ImpeachmentInquiryNow   #ImpeachTrumpNow   #ImpeachTrump   #TrumpIsGuilty   #TrumpIsADisgrace   #TrumpIsNotAboveTheLaw   #TrumpIsATraitor   #TrumpIsTheEnemyOfThePeople",HOF
2417,hasoc_en_2418,"Boris Johnson is full of shit, he wants the prime minister role as its the only toy the spoiled bastard as never had, its ok for him to play with U.K. n toss it when broken, normal people will be the ones suffering whilst that mega rich lying bastard wont give a flying fuck",HOF
684,hasoc_en_685,@TrueFactsStated When are we ready to admit we done with tolerating @realDonaldTrump #fucktrump,NOT
2772,hasoc_en_2773,@realDonaldTrump @TuckerCarlson Got evidence of that brah?? Beyond your delusion? Like paper trail? Nah? Alright so your lying then #fucktrump #ImpeachDonaldTrumpNOW  #ImpeachmentHearingsNow   #ImpeachTheMFTraitor,HOF
3134,hasoc_en_3135,"@iancarty123 So, @senatemajldr’s home state would have all the underage girls potentially impregnated by this pastor forced to give birth to his children next year?    Damn, #Kentucky! Even I threw up in my mouth a little!    Mitch is pro-#rapist, pro-#pedophile and pro-#ForcedBirth. Nice. 🤢",HOF
1199,hasoc_en_1200,#unfollowtrump Happy #JohnMcCainDay #fucktrump https://t.co/LYFf3kMYgU,NOT
3021,hasoc_en_3022,"@ImranKhanPTI Fear of losing is in your #DNA   #TerroristNationPakistan always lost against mighty #India in #war, #Economy #democracy #Cricket, #culture and much more!  आज #हिंदुस्थान ने दिखाया #बाप हमेशा बाप होता है!!",NOT
4939,hasoc_en_4940,Today is #FuckTrump Friday and #JohnMcCainDay here in #AmericaTheBamboozled and there’s no better way to celebrate than by educating yourself and not being a part of the poorly educated @realDonaldTrump loves so much   #ITMFA 🇺🇸    https://t.co/Hoc881QdRJ,HOF
4407,hasoc_en_4408,#DoctorsFightBack  Single-handedly one megalomaniac &amp; personified egoistic monster passionately destroys one entire state; nation along with govt watch like mute spectators? India is positively light years away from democracy.,HOF
1746,hasoc_en_1747,"@WhiteHouse What,  Hump a Flag Day ?    #FuckTrump",NOT
351,hasoc_en_352,"No, Donald Trump, You Did Not Meet the “Prince of Whales.” Aquaman Would Never. #Resist #ResistTrump #FuckTrump https://t.co/zpdU0OrsXV",NOT
1399,hasoc_en_1400,Then #ABrandNewDayOUTNOW was released and it is AMAZING  And now #BoyWithLuv18thWin 🏆  #ShameOnICC @PlayBazaar @PlayBazzar #ABrandNewDayOutNow  #BoyWithLuv18thWin 🎉🎉🎉🎉🎉    Link Now https://t.co/bpgkmUDz5B https://t.co/UqLQufHtEK,NOT
1798,hasoc_en_1799,We have become the country that we used to hate. #FuckTrump #ConcentrationCamps #ImpeachTrump #ImpeachmentHearingsNow #TrumpsWorseThanNixon #TrumpResign #TreasonousTrump https://t.co/xk53uQKCLW,NOT
2284,hasoc_en_2285,Vox Sentences: Maine moves to expand abortion access #Resist #ResistTrump #FuckTrump https://t.co/FRjTApznIs,NOT
4989,hasoc_en_4990,"Then go get Chun-Li, you stupid orange shitshow!!!! #JohnMcCainDay #FuckTrump #OrangeDirtbag #ihopeyouchoke    Trump wants his next press secretary to be a cable news 'street fighter'  https://t.co/chx4br1oYz",HOF
5203,hasoc_en_5204,They should be treated as criminals and face all the consequences. They have created this ruckus and for what?     Need of the hour- a lesson for all.   Period 🙏  #DoctorsFightBack https://t.co/oN33x61lhM,NOT
651,hasoc_en_652,#fucktrump and fuck all his racist supporters too!! https://t.co/XwtycvxMIT,HOF
1453,hasoc_en_1454,Changed in last five years     1.First decide religion of the #rapist.   2.if #Muslim hang them otherwise protect(some protect them 4 politics not all)  3.whatever the crime is done first decide religion.   4.if you say something not happening good in #india means you are a #traitor.,NOT
3422,hasoc_en_3423,If @ICC is having issues with the number of logos on the gloves I’m sure SG can custom make one without their logo and only have the dagger insignia ? @BCCI @bhogleharsha @handankur #DhoniKeepsTheGlove https://t.co/pC3vQvE8R5,NOT
420,hasoc_en_421,"@realDonaldTrump I'm 'OK' with it!    Christopher Steele was so concerned about what he was finding that he contacted FBI, right?!    That's what the TRUMP CAMPAIGN &amp; TRUMP FAMILY SHOULD HAVE DONE!    #TrumpIsATraitor  #TrumpMustGo",HOF
379,hasoc_en_380,"'Well, even his “friendly” Fox &amp; Friends were on him about what he said originally... he had to backtrack...   He is a very dangerous man.' #TrumpIsATraitor #TrumpResignNow #Trump #TrumpFail #TrumpDerangementSyndrome  #TRUMP2020Landside #MAGA #Trump2020 #TrumpTrain #TrumpTrain2020 https://t.co/e3OpRi7jmH",HOF
3192,hasoc_en_3193,He is already starting this talk. We need to act now before we have no choice! #TrumpIsATraitor #LockHimUp #TrumpIsTheEnemyOfThePeople https://t.co/XI2WvVKtr5,NOT
2297,hasoc_en_2298,#Trump just invited Congress to begin #Impeachment proceedings    #FridayMotivation  #ForThePeople  #2020Election  #FBR  #TrumpIsATraitor  #TrumpIsTheEnemyOfThePeople  #DemForce    https://t.co/xN6mPPlNwP,NOT
4680,hasoc_en_4681,I live in a world where it’s possible #borisjohnson could be prime minister and #donaldtrump is actually a president. What the fuck is going on 🤷🏾‍♂️ #MondayMorning #mondaythoughts #BorisJohnsonShouldNotBePM #worldcrisis #wtf #usa #uk https://t.co/6xUqiPgpm8,HOF
1454,hasoc_en_1455,"I disagreed with many of his policies, but he had conviction and principles, plus the whole war hero thing. #JohnMcCainDay #RIP #FuckTrump",NOT
5053,hasoc_en_5054,@4YrsToday @realDonaldTrump is probably having a tantrum right now. #fucktrump.,HOF
194,hasoc_en_195,Anderson Cooper: All of Trump's threats were about nothing #Resist #ResistTrump #FuckTrump https://t.co/4jKzZnKTh3,NOT
4277,hasoc_en_4278,"This #doctor are give resignation but they don't stop the service, in government hospital not in a private clinic or Nursing Home.    #DoctorsFightBack #DoctorsProtest #DidiVsDoctors #DoctorsStrike #DoctorsUnderOppression #DidiDividesIndia https://t.co/HwYy5mZ3QA",HOF
5524,hasoc_en_5525,AOC is right and you are wrong.\nYou're just another shill for tRUmp at this point.\nYou should be ashamed of yourselves.,NOT
3531,hasoc_en_3532,1. Melania is nothing like Jackie O.  2. Melania is not 'it.'  #VoteBlueToSaveAmerica  #VoteBlueNoMatterWho2020  #TrumpIsATraitor  #TrumpResignNow https://t.co/EAD95LYTYw,NOT
397,hasoc_en_398,Proven that @MamataOfficial is in support of terror mob and in favor of changing demography of Bengal. CM is zaddi and same working like Hitler. #DoctorsFightBack #BengalDoctorsStrike #hitlerdidi  #MamataLosingControl #MamataBanarjee #mamtafrustrated https://t.co/hKZGxr3lUo,HOF
4185,hasoc_en_4186,"@JhaSanjay Dear #SanjayJha, ur tweet is reflecting ur frustration towards the success of #BJP #Modi #ModiGovt. Rather than saying 'BullShit', better u concentrate on coming Elections, hope ur party wil get reverse of 52 in #LokSabhaElections2024. #CongressMuktBharat #ModiFor2024 @BJP4India",HOF
3523,hasoc_en_3524,'Iran written all over it.' Shades of Tonkin gulf perhaps? #fucktrump #liarinchief #propaganda,NOT
2512,hasoc_en_2513,"@realDonaldTrump @MarshaBlackburn Another racist Southern Senator,  @MarshaBlackburn , gets down on her knees to kiss your traitorist butt. This isn't news. It's been happening for over two years. All of them will have to answer to the American people. #MAGA #TrumpIsATraitor https://t.co/dfXVBYOwUo",HOF
5164,hasoc_en_5165,@KellyO @DonaldJTrumpJr @realDonaldTrump I wonder if there is a bigger #douchebag anywhere,NOT
1351,hasoc_en_1352,The way @ICC is hosting the tournament in England without checking the weather conditions #ShameOnICC   If rains continues then @ICC should reschedule the matches  #CricketWorldCup2019,NOT
2327,hasoc_en_2328,ICC behaving like ECI #DhoniKeepsTheGlove,NOT
3584,hasoc_en_3585,@narendramodi @ArvindKejriwal   Very sorrow after seeing this incident in #delhi where a sikh person beaten   Very bad  We all r in race of digital india.these all #bullshits   Firstly safeguard community members.  earlier #84 riots still pending  #fuckdelhipolice,NOT
4772,hasoc_en_4773,Sheeple.    Clowns always have a crew.    #FuckTrump https://t.co/9hKmPTxw0w,NOT
5187,hasoc_en_5188,"#Doctors say #No talks to #Hitler @MamataOfficial now is showing her, her place.Great Decision by #doctors_against_assault dat de wl not Bow Down to such #Egoist #Dictator #Politician who played #Politics on der #GenuineDemands n she Lied to d #Nation abt them. #DoctorsFightBack",NOT
3156,hasoc_en_3157,This thing is no #JackieO.  Dream on Fat Boy. @realDonaldTrump @FLOTUS    #TrumpIsATraitor #Trump2020 #JohnMcCainDay #TrumpBirthday https://t.co/LVH5jpHjdb,NOT
708,hasoc_en_709,#Retweet This. #MustWatch #Budget2019 #ImranHataoMulkBachao https://t.co/iUn36v0Qtk,NOT
1036,hasoc_en_1037,"Time to #win , #GuessAndWin #GalaxyM40   #OMG . Know more here....👇👇👇    #DhoniKeSaathDesh #IndiaWithDhoni #WWESSD #DhoniKeepsTheGlove #BharatRoarsonDay3 #SamsungM40 #Samsung #SaturdayMorning #SaturdayMotivation #CWC19 #BharatBlockbuster #amazonIN #SLvPAK",NOT
1415,hasoc_en_1416,Yes dhoni Bhai you will keep the gloves because you are in army and you giving respect to army what is the matter #DhoniKeepsTheGlove,NOT
3674,hasoc_en_3675,@realDonaldTrump You are Horrible! #TrumpIsATraitor #TrumpIsAFraud #TrumpIsADictatorWannabe #WakeUpAmerica,HOF
3329,hasoc_en_3330,Trump Showed Us Three Different Times in the Past Week Why He Can’t Be Trusted With Sensitive Information #Resist #ResistTrump #FuckTrump https://t.co/3C42mM3QpR,NOT
5065,hasoc_en_5066,We wait for four years for ICC world cup tournament and what have you given us rain abandoned matches!!.. Pathetic planning by @ICC .  We need strict action for commiting such blunder.  #ShameOnICC,HOF
52,hasoc_en_53,https://t.co/soiOMk5pal    “This ruling sends a clear message that Muslim voices will not be silenced by threats and hate.” - @DeanObeidallah via @WashTimes     @MuslimAdvocates helped represent Mr. Obeidallah.     #AntiMuslim #Islamophobia #Justice https://t.co/9oV1I1zxev,NOT
1725,hasoc_en_1726,Who's #RetirementPlanning will hurt you most!  If any other players na please leave in comments.  .  .  - Tags to avoid -  #YuvrajSingh #India #ICCCricketWorldCup2019 #DhoniKeepsTheGlove #DhoniKeepTheGlove #Dhoni #kohli #SachinTendulkar #SachinOpensAgain,NOT
4693,hasoc_en_4694,Trump's impeachment poll numbers highest since Nixon #Resist #ResistTrump #FuckTrump https://t.co/Lgj1EOYOf0,HOF
4825,hasoc_en_4826,I know weather Gods no one can control...but better planning should have been there #ShameOnICC #CWC19 ... also there was a hue n cry for India playing Pakistan earlier... no one officially commented ... But God may do his bit !,HOF
286,hasoc_en_287,@robreiner He is so fucking stupid. #FuckTrump,HOF
1062,hasoc_en_1063,I love you #London!!!! Thank you for your support!!! #FuckTrump #TrumpVaginaNeck #ImpeachTheMotherFucker https://t.co/tZt7n5Nngu,HOF
2574,hasoc_en_2575,"Aren't we overdoing this sense of Pride, Nationalism bit on #DhoniKeepsTheGlove. There are clear #ICC rules about logos etc. it's important to follow the rules rather than  flex muscles. We are playing the world cup not doing a military ops.",NOT
67,hasoc_en_68,#dirtyjohn #bravo holy crap the guy was in #LosGatos and that's in my neck of the woods it's #siliconvalley #sanjose #scary #murderer,NOT
89,hasoc_en_90,Hypocrisy of the Indian elite    #SaveBengal #Savethedoctors #India #MamataLosingControl #MamataBanerjee #Kolkata #WestBengal #BengalDoctorsStrike @MamataOfficial @BJPBengal @NewIndianXpress @TimesNow @republic #democracy #DoctorsFightBack #DoctorsStrike #DoctorsProtest https://t.co/OEDcx2uCeq,NOT
2840,hasoc_en_2841,"Oh, do fuck off! What have you done for the last 9 years other than trash the UK economy (then dress it up as some kind of success story), drain the NHS, education and Local Authorities of resources, and line the pockets of your wealthy friends? \nYour whole party is a disgrace!",HOF
281,hasoc_en_282,#Trumpanzees love him because he is just like them. #fucktrump #despotus https://t.co/I96pHfHIXp,NOT
